Cell ID,x,y,z
0,1.091645938,0.410920907,0.3
1,0.64966537,1.198900053,0.300412084
2,0.333217052,1.251211246,0.841271035
3,0.905129118,1.091962713,0.701759627
4,0.336121508,1.069645511,0.735260177
5,0.636896667,1.097993433,1.253032276
6,1.070247968,1.036141569,0.618662434
7,0.924675486,1.090234838,0.379046697
8,0.441314129,0.376925109,0.607285705
9,0.435138176,1.280457589,0.372710832
10,0.512706969,0.626158521,0.744775879
11,0.589283022,1.299499734,1.294052786
12,0.633313925,1.292558343,0.376699978
13,0.97470658,0.311329578,0.949944251
14,0.980831303,0.30149889,0.705454567
15,0.802215803,0.3,0.568156045
16,1.150878746,1.073540522,1.21163213
17,0.673106383,1.128086576,0.583579909
18,1.146278858,0.306114354,0.777252034
19,1.290893627,0.30688918,1.273164306
20,1.276791376,0.323790378,0.344443083
21,1.002887723,1.107752973,1.078173636
22,0.339263698,0.714619152,0.888177317
23,1.181683136,0.748418089,0.674588056
24,1.201067025,0.321127896,1.146926583
25,0.333459086,0.313513887,0.303848753
26,1.031843605,0.614273043,1.015344574
27,1.260589895,1.16990669,1.080017736
28,1.125956789,0.412964003,0.305189254
29,0.30384068,1.202665397,1.12510345
30,0.333388978,1.168551005,1.016692526
31,1.200781067,0.420580987,0.30095319
32,0.319393913,1.029977879,1.040622597
33,1.229587854,0.334645916,0.960947534
34,0.922834293,0.40387388,0.399394665
35,0.831992712,1.175788467,1.264609119
36,0.32162715,0.654326462,0.714660134
37,0.833543187,1.266983668,0.553480775
38,0.63664596,1.299309318,1.294157025
39,1.299632235,0.362277118,0.712295716
40,1.027506225,1.123015301,0.386631491
41,1.128077209,0.690727492,1.153497644
42,0.460032492,1.121058955,0.883333715
43,0.445718488,1.12791577,0.314126457
44,0.300571927,1.297105011,0.960267595
45,0.397660897,0.372761763,1.227499419
46,0.367059258,0.638349355,0.594177087
47,1.232582534,1.067009926,0.355885962
48,0.506860078,0.630703444,0.926746203
49,1.298991493,1.226311565,1.267058104
50,1.070693013,0.487642545,0.543958501
51,0.356619449,0.359386614,0.367802463
52,0.774693989,1.220028736,1.027495817
53,1.296051012,1.26167599,1.244019791
54,0.4043778,0.324199593,0.484107558
55,1.135892785,0.439573749,0.484320847
56,1.267656223,0.523417227,1.229827172
57,1.276348118,0.306143321,1.057123128
58,0.322003408,0.901177592,0.357551294
59,0.86349262,0.385048733,0.576663411
60,0.331933743,0.743459678,1.287261127
61,0.332287123,0.958896284,0.847065889
62,1.2999157,1.299272967,0.309619258
63,0.339549642,0.857727239,0.681774161
64,1.176076952,0.907311136,1.233556226
65,1.29895219,1.278648598,1.028127233
66,1.251864287,1.299630053,0.407500744
67,1.297102319,1.112253346,0.564723493
68,1.180018672,0.506477998,1.2593405
69,0.929695521,0.359963085,1.046430641
70,0.331924815,1.264946258,0.329113748
71,0.798429777,1.218609323,0.803430265
72,0.350237731,1.207627517,1.295611353
73,1.054530589,1.16456498,1.29296083
74,1.219554842,0.989119885,0.870803202
75,0.328558198,1.28498249,0.300712013
76,0.327556818,0.913347197,0.804772879
77,1.126221796,1.298444938,1.292398048
78,0.63664512,0.894029014,0.909574504
79,0.489965939,0.354462611,0.337032236
80,1.187806878,1.134638756,0.522267659
81,0.767175792,1.27675027,1.084481743
82,0.483040423,1.288182408,1.233306728
83,0.473563924,1.19682423,0.635906021
84,0.30010936,1.183062912,0.316819978
85,1.173047366,0.605792322,0.990477383
86,0.981802352,1.262556305,1.268984744
87,1.294717619,0.512917437,0.732868488
88,0.566648478,0.373659916,0.314300371
89,1.020783309,1.005467313,0.596113812
90,0.317557851,0.373117908,1.200747483
91,0.751330968,1.077830684,1.085826521
92,0.921494699,0.423661235,0.506154866
93,0.840551763,1.294928989,0.307494776
94,1.026236381,1.224287431,0.804167479
95,0.344546896,0.613395476,1.223470406
96,1.243235438,0.302801745,1.228740215
97,0.514754345,1.282321029,0.761799232
98,0.303111142,1.173323609,0.330555094
99,1.29503787,1.299293074,0.43520356
100,0.918472511,0.593147909,0.890067615
101,0.704641972,0.406724133,1.2830921
102,0.806222426,1.227349313,1.199153738
103,0.470212902,0.447429939,0.840994126
104,1.299261426,0.300062925,0.363156391
105,1.110308744,1.08786056,0.3067726
106,0.925193393,0.789682268,0.541878829
107,0.317104541,0.540479116,0.993704458
108,0.990090318,0.427462444,1.28239432
109,0.427853754,0.30849365,1.084638398
110,0.983525923,1.034525003,0.66496611
111,0.455794299,1.190637136,0.338345461
112,0.344668058,0.478774316,0.413944587
113,0.65204411,0.79833898,0.762235435
114,0.300225408,1.272220171,1.199728353
115,0.319340564,1.088972035,1.279651562
116,0.558753033,1.047546643,0.956311181
117,0.358888117,0.336887368,0.531552197
118,0.597292285,0.494168953,0.302483216
119,0.678937814,0.818875517,0.413229802
120,1.059542888,0.847420313,0.825056284
