Cell ID,x,y,z
121,0.672975208,1.169765131,1.241665018
122,1.235662857,1.282536806,1.231528259
123,1.054274879,0.420425506,0.832765537
124,1.27054189,0.801531211,0.488421014
125,0.818176776,0.827996971,0.300016879
126,0.302122531,1.032110699,0.532716083
127,1.282900217,0.388173267,0.965923172
128,0.555730125,1.222101058,1.280070253
129,0.71486458,0.899321793,1.206949073
130,0.486776863,0.658807379,0.753604605
131,0.39817965,0.855998555,0.40432189
132,1.185307295,1.127265691,0.342284384
133,0.916869212,0.349439584,0.623504529
134,1.06465405,1.016382022,1.019408145
135,1.253282979,1.2112068,1.281351184
136,0.64084766,0.634029367,1.184150998
137,0.357639287,1.290497811,0.806485559
138,0.780798649,1.241130813,0.503182538
139,0.733043593,0.655790346,0.310244266
140,0.320460474,1.214964744,0.357980679
141,0.887263401,0.301892927,0.648637654
142,0.562282141,0.941275416,1.031815569
143,1.236431329,0.300483967,1.28495997
144,0.705076585,0.911243132,1.195548763
145,1.031842168,0.989571879,1.296657765
146,0.697111408,1.094887195,1.121401182
147,0.466475917,0.684624512,0.735799295
148,1.24952043,1.013383631,0.449734364
149,1.247394483,1.180358866,0.301067414
150,0.325490348,1.262496459,0.445126833
151,0.977711812,0.31719787,0.80154401
152,0.359895382,0.547878258,1.10947623
153,0.43195781,0.326570466,1.297853628
154,1.17424674,0.347216854,1.252547181
155,1.237490317,0.833228586,1.013908418
156,0.310917068,0.336134737,0.636112251
157,0.304665703,0.305563177,0.341709031
158,0.396266145,1.272892362,0.32637497
159,1.228622333,0.68669713,0.562505416
160,0.6322491,1.007649048,1.038753385
161,1.172143661,0.51859606,1.285931856
162,0.311476106,0.598961105,1.23722492
163,0.31977961,0.961922296,0.874829864
164,1.04505581,0.768428095,0.54173615
165,1.090555477,0.991938405,0.313553891
166,0.317062683,0.595957833,0.392891991
167,0.347109335,1.235499051,0.770261207
168,1.297612497,0.865265986,1.191318715
169,0.640433665,1.228776735,1.26572921
170,1.298718422,0.301824938,0.922238265
171,0.859227537,0.963984646,0.576111928
172,1.265224021,0.325485668,0.316601022
173,0.625276817,0.49304064,0.326762523
174,0.785319325,0.890550842,0.50955421
175,0.3001555,1.269783649,0.863313966
176,1.174370848,0.829897257,1.184757532
177,1.255977193,0.641766367,1.297159047
179,1.062746589,0.669627414,0.818734619
180,0.957909762,1.217882139,0.509504277
181,0.315971881,0.560802863,0.302545438
182,0.332903033,1.252243407,0.466943394
183,1.269234827,1.15148779,0.864109336
184,1.25120511,1.291563479,1.199947721
185,1.277295547,1.208711131,1.298197905
186,1.12156424,0.918452658,1.140712684
187,0.86090915,1.294269619,0.820231704
188,0.51676502,0.867710822,0.458670174
189,0.509989992,0.356954312,0.306225193
190,0.673725276,0.315620456,0.385397155
191,0.51456241,0.508735706,0.782683958
192,0.63553279,0.474212175,1.059172226
193,0.334995769,0.902082326,1.257658309
194,1.169411181,0.40778442,1.238368745
195,0.419417801,0.60739795,0.895387421
196,1.275352356,0.884425384,0.584968637
197,0.316209995,0.856006378,0.326813346
198,0.344756234,0.855157303,0.370712926
199,0.835189861,0.612376825,0.723925464
200,1.299956711,1.070778374,1.090896982
201,0.53651319,0.367778429,1.298885002
202,1.295066045,0.304185044,1.185200021
203,0.389127603,0.752548382,0.728275142
204,1.299041982,0.99213853,0.385147648
205,1.203869736,0.944509729,0.36025413
206,0.820587639,0.46331537,0.780026955
207,1.265412491,0.312277107,1.251817679
208,0.312216654,0.600665769,1.271114161
209,0.672773781,0.400603916,1.059928611
210,0.408998887,0.4646668,0.661983255
211,0.429675884,1.14811069,0.385002639
212,0.38668761,0.717295918,0.301456198
213,0.569341828,0.309934987,0.517741031
214,0.886088889,1.18253626,0.905092805
215,0.989180327,0.809039889,1.186595784
216,0.342062489,1.289781804,1.287030328
217,0.993829379,0.920902528,1.003955697
218,0.305923945,0.337390102,0.494557181
219,0.892682479,1.205312382,0.30104276
220,1.277229752,1.279717747,0.499133405
221,0.843377602,0.948373046,1.069658604
222,0.48807943,0.310061093,1.299530082
223,1.067225612,0.458518198,1.12448809
224,0.807455287,1.297360595,0.72114265
225,0.3,0.771662675,0.352409932
226,1.209432523,1.298568222,0.559380945
227,0.33555552,0.61691428,0.303984514
228,0.958390517,0.421272269,0.543071726
229,0.710192267,0.839678969,0.987976244
230,1.261451826,1.034361078,1.272097646
231,0.313131925,1.158986072,0.869302887
232,0.598072576,0.924577975,0.500634099
233,1.291425975,0.503887076,0.303130133
234,0.30365492,0.496660167,0.629314657
235,0.323962101,0.905980924,1.292149227
