Cell ID,x,y,z
212,0.619462772,0.827654705,1.052763637
213,0.659002798,0.803845854,1.053496691
214,0.757575097,0.814100112,1.054159003
215,0.722800917,0.793951977,1.054705493
216,0.681888999,0.79177626,1.055446791
217,0.629055375,0.88319264,1.056190549
218,0.642867194,0.825568986,1.057055028
219,0.595798485,0.836163512,1.057836001
220,0.656871324,0.891279438,1.058519906
221,0.694483055,0.866074846,1.059480792
222,0.601237256,0.756024234,1.060234002
223,0.689519518,0.839516305,1.060944645
224,0.626453496,0.760041532,1.061618381
225,0.547722558,0.77827563,1.062355623
226,0.634474189,0.84407025,1.061885381
227,0.624572441,0.831910127,1.062615114
228,0.705280961,0.787223187,1.063506598
229,0.653021485,0.813156211,1.06421534
230,0.627561658,0.681875291,1.065373341
231,0.600570643,0.671862154,1.066202204
232,0.672245514,0.805813244,1.066789901
233,0.668269769,0.794757825,1.067569439
234,0.734366798,0.839403022,1.068396455
235,0.714389569,0.879456796,1.06498372
